REGION,TIMESLICE,FUEL,YEAR,VALUE
R1,S1D1,ELC_02,2020,2162.622
R1,S1D1,ELC_02,2021,2208.2376
R1,S1D1,ELC_02,2022,2253.8412
R1,S1D1,ELC_02,2023,2299.4568
R1,S1D1,ELC_02,2024,2345.0604
R1,S1D1,ELC_02,2025,2390.676
R1,S1D1,ELC_02,2026,2436.2915
R1,S1D1,ELC_02,2027,2481.8952
R1,S1D1,ELC_02,2028,2527.5108
R1,S1D1,ELC_02,2029,2573.1144
R1,S1D1,ELC_02,2030,2618.73
R1,S1D1,ELC_02,2031,2664.3455
R1,S1D1,ELC_02,2032,2709.9492
R1,S1D1,ELC_02,2033,2755.5647
R1,S1D1,ELC_02,2034,2801.1684
R1,S1D1,ELC_02,2035,2846.7839
R1,S1D1,ELC_02,2036,2892.3995
R1,S1D1,ELC_02,2037,2938.0031
R1,S1D1,ELC_02,2038,2983.6187
R1,S1D1,ELC_02,2039,3029.2224
R1,S1D1,ELC_02,2040,3074.8379
R1,S1D1,ELC_02,2041,3120.4535
R1,S1D1,ELC_02,2042,3166.0571
R1,S1D1,ELC_02,2043,3211.6727
R1,S1D1,ELC_02,2044,3257.2763
R1,S1D1,ELC_02,2045,3302.8919
R1,S1D1,ELC_02,2046,3348.5075
R1,S1D1,ELC_02,2047,3394.1111
R1,S1D1,ELC_02,2048,3439.7267
R1,S1D1,ELC_02,2049,3485.3303
R1,S1D1,ELC_02,2050,3530.9459
R1,S1D1,ELC_02,2051,3576.5615
R1,S1D1,ELC_02,2052,3622.1651
R1,S1D1,ELC_02,2053,3667.7807
R1,S1D1,ELC_02,2054,3713.3843
R1,S1D1,ELC_02,2055,3758.9999
R1,S1D1,ELC_02,2056,3804.6154
R1,S1D1,ELC_02,2057,3850.2191
R1,S1D1,ELC_02,2058,3895.8346
R1,S1D1,ELC_02,2059,3941.4383
R1,S1D1,ELC_02,2060,3987.0538
R1,S1D1,ELC_02,2061,4032.6694
R1,S1D1,ELC_02,2062,4078.273
R1,S1D1,ELC_02,2063,4123.8886
R1,S1D1,ELC_02,2064,4169.4923
R1,S1D1,ELC_02,2065,4215.1078
R1,S1D1,ELC_02,2066,4260.7234
R1,S1D1,ELC_02,2067,4306.327
R1,S1D1,ELC_02,2068,4351.9426
R1,S1D1,ELC_02,2069,4397.5462
R1,S1D1,ELC_02,2070,4443.1618
R1,S1D2,ELC_02,2020,2094.672
R1,S1D2,ELC_02,2021,2138.8543
R1,S1D2,ELC_02,2022,2183.0251
R1,S1D2,ELC_02,2023,2227.2074
R1,S1D2,ELC_02,2024,2271.3782
R1,S1D2,ELC_02,2025,2315.5605
R1,S1D2,ELC_02,2026,2359.7428
R1,S1D2,ELC_02,2027,2403.9136
R1,S1D2,ELC_02,2028,2448.0959
R1,S1D2,ELC_02,2029,2492.2666
R1,S1D2,ELC_02,2030,2536.449
R1,S1D2,ELC_02,2031,2580.6313
R1,S1D2,ELC_02,2032,2624.802
R1,S1D2,ELC_02,2033,2668.9844
R1,S1D2,ELC_02,2034,2713.1551
R1,S1D2,ELC_02,2035,2757.3374
R1,S1D2,ELC_02,2036,2801.5198
R1,S1D2,ELC_02,2037,2845.6905
R1,S1D2,ELC_02,2038,2889.8728
R1,S1D2,ELC_02,2039,2934.0436
R1,S1D2,ELC_02,2040,2978.2259
R1,S1D2,ELC_02,2041,3022.4082
R1,S1D2,ELC_02,2042,3066.579
R1,S1D2,ELC_02,2043,3110.7613
R1,S1D2,ELC_02,2044,3154.9321
R1,S1D2,ELC_02,2045,3199.1144
R1,S1D2,ELC_02,2046,3243.2967
R1,S1D2,ELC_02,2047,3287.4675
R1,S1D2,ELC_02,2048,3331.6498
R1,S1D2,ELC_02,2049,3375.8206
R1,S1D2,ELC_02,2050,3420.0029
R1,S1D2,ELC_02,2051,3464.1852
R1,S1D2,ELC_02,2052,3508.356
R1,S1D2,ELC_02,2053,3552.5383
R1,S1D2,ELC_02,2054,3596.709
R1,S1D2,ELC_02,2055,3640.8914
R1,S1D2,ELC_02,2056,3685.0737
R1,S1D2,ELC_02,2057,3729.2444
R1,S1D2,ELC_02,2058,3773.4268
R1,S1D2,ELC_02,2059,3817.5975
R1,S1D2,ELC_02,2060,3861.7798
R1,S1D2,ELC_02,2061,3905.9622
R1,S1D2,ELC_02,2062,3950.1329
R1,S1D2,ELC_02,2063,3994.3152
R1,S1D2,ELC_02,2064,4038.486
R1,S1D2,ELC_02,2065,4082.6683
R1,S1D2,ELC_02,2066,4126.8506
R1,S1D2,ELC_02,2067,4171.0214
R1,S1D2,ELC_02,2068,4215.2037
R1,S1D2,ELC_02,2069,4259.3745
R1,S1D2,ELC_02,2070,4303.5568
R1,S2D1,ELC_02,2020,2184.9096
R1,S2D1,ELC_02,2021,2230.9953
R1,S2D1,ELC_02,2022,2277.0689
R1,S2D1,ELC_02,2023,2323.1546
R1,S2D1,ELC_02,2024,2369.2282
R1,S2D1,ELC_02,2025,2415.3139
R1,S2D1,ELC_02,2026,2461.3995
R1,S2D1,ELC_02,2027,2507.4732
R1,S2D1,ELC_02,2028,2553.5588
R1,S2D1,ELC_02,2029,2599.6325
R1,S2D1,ELC_02,2030,2645.7181
R1,S2D1,ELC_02,2031,2691.8038
R1,S2D1,ELC_02,2032,2737.8774
R1,S2D1,ELC_02,2033,2783.9631
R1,S2D1,ELC_02,2034,2830.0367
R1,S2D1,ELC_02,2035,2876.1224
R1,S2D1,ELC_02,2036,2922.2081
R1,S2D1,ELC_02,2037,2968.2817
R1,S2D1,ELC_02,2038,3014.3674
R1,S2D1,ELC_02,2039,3060.441
R1,S2D1,ELC_02,2040,3106.5267
R1,S2D1,ELC_02,2041,3152.6123
R1,S2D1,ELC_02,2042,3198.686
R1,S2D1,ELC_02,2043,3244.7716
R1,S2D1,ELC_02,2044,3290.8452
R1,S2D1,ELC_02,2045,3336.9309
R1,S2D1,ELC_02,2046,3383.0166
R1,S2D1,ELC_02,2047,3429.0902
R1,S2D1,ELC_02,2048,3475.1759
R1,S2D1,ELC_02,2049,3521.2495
R1,S2D1,ELC_02,2050,3567.3352
R1,S2D1,ELC_02,2051,3613.4209
R1,S2D1,ELC_02,2052,3659.4945
R1,S2D1,ELC_02,2053,3705.5802
R1,S2D1,ELC_02,2054,3751.6538
R1,S2D1,ELC_02,2055,3797.7394
R1,S2D1,ELC_02,2056,3843.8251
R1,S2D1,ELC_02,2057,3889.8987
R1,S2D1,ELC_02,2058,3935.9844
R1,S2D1,ELC_02,2059,3982.058
R1,S2D1,ELC_02,2060,4028.1437
R1,S2D1,ELC_02,2061,4074.2294
R1,S2D1,ELC_02,2062,4120.303
R1,S2D1,ELC_02,2063,4166.3887
R1,S2D1,ELC_02,2064,4212.4623
R1,S2D1,ELC_02,2065,4258.548
R1,S2D1,ELC_02,2066,4304.6337
R1,S2D1,ELC_02,2067,4350.7073
R1,S2D1,ELC_02,2068,4396.7929
R1,S2D1,ELC_02,2069,4442.8666
R1,S2D1,ELC_02,2070,4488.9522
R1,S2D2,ELC_02,2020,2135.0796
R1,S2D2,ELC_02,2021,2180.1142
R1,S2D2,ELC_02,2022,2225.1371
R1,S2D2,ELC_02,2023,2270.1717
R1,S2D2,ELC_02,2024,2315.1945
R1,S2D2,ELC_02,2025,2360.2292
R1,S2D2,ELC_02,2026,2405.2638
R1,S2D2,ELC_02,2027,2450.2866
R1,S2D2,ELC_02,2028,2495.3213
R1,S2D2,ELC_02,2029,2540.3441
R1,S2D2,ELC_02,2030,2585.3787
R1,S2D2,ELC_02,2031,2630.4134
R1,S2D2,ELC_02,2032,2675.4362
R1,S2D2,ELC_02,2033,2720.4708
R1,S2D2,ELC_02,2034,2765.4937
R1,S2D2,ELC_02,2035,2810.5283
R1,S2D2,ELC_02,2036,2855.5629
R1,S2D2,ELC_02,2037,2900.5858
R1,S2D2,ELC_02,2038,2945.6204
R1,S2D2,ELC_02,2039,2990.6432
R1,S2D2,ELC_02,2040,3035.6779
R1,S2D2,ELC_02,2041,3080.7125
R1,S2D2,ELC_02,2042,3125.7353
R1,S2D2,ELC_02,2043,3170.77
R1,S2D2,ELC_02,2044,3215.7928
R1,S2D2,ELC_02,2045,3260.8274
R1,S2D2,ELC_02,2046,3305.862
R1,S2D2,ELC_02,2047,3350.8849
R1,S2D2,ELC_02,2048,3395.9195
R1,S2D2,ELC_02,2049,3440.9424
R1,S2D2,ELC_02,2050,3485.977
R1,S2D2,ELC_02,2051,3531.0116
R1,S2D2,ELC_02,2052,3576.0345
R1,S2D2,ELC_02,2053,3621.0691
R1,S2D2,ELC_02,2054,3666.0919
R1,S2D2,ELC_02,2055,3711.1265
R1,S2D2,ELC_02,2056,3756.1612
R1,S2D2,ELC_02,2057,3801.184
R1,S2D2,ELC_02,2058,3846.2186
R1,S2D2,ELC_02,2059,3891.2415
R1,S2D2,ELC_02,2060,3936.2761
R1,S2D2,ELC_02,2061,3981.3107
R1,S2D2,ELC_02,2062,4026.3336
R1,S2D2,ELC_02,2063,4071.3682
R1,S2D2,ELC_02,2064,4116.3911
R1,S2D2,ELC_02,2065,4161.4257
R1,S2D2,ELC_02,2066,4206.4603
R1,S2D2,ELC_02,2067,4251.4831
R1,S2D2,ELC_02,2068,4296.5178
R1,S2D2,ELC_02,2069,4341.5406
R1,S2D2,ELC_02,2070,4386.5752
R1,S3D1,ELC_02,2020,2548.9404
R1,S3D1,ELC_02,2021,2602.7045
R1,S3D1,ELC_02,2022,2656.4545
R1,S3D1,ELC_02,2023,2710.2186
R1,S3D1,ELC_02,2024,2763.9686
R1,S3D1,ELC_02,2025,2817.7326
R1,S3D1,ELC_02,2026,2871.4967
R1,S3D1,ELC_02,2027,2925.2467
R1,S3D1,ELC_02,2028,2979.0108
R1,S3D1,ELC_02,2029,3032.7608
R1,S3D1,ELC_02,2030,3086.5249
R1,S3D1,ELC_02,2031,3140.2889
R1,S3D1,ELC_02,2032,3194.039
R1,S3D1,ELC_02,2033,3247.803
R1,S3D1,ELC_02,2034,3301.553
R1,S3D1,ELC_02,2035,3355.3171
R1,S3D1,ELC_02,2036,3409.0812
R1,S3D1,ELC_02,2037,3462.8312
R1,S3D1,ELC_02,2038,3516.5953
R1,S3D1,ELC_02,2039,3570.3453
R1,S3D1,ELC_02,2040,3624.1093
R1,S3D1,ELC_02,2041,3677.8734
R1,S3D1,ELC_02,2042,3731.6234
R1,S3D1,ELC_02,2043,3785.3875
R1,S3D1,ELC_02,2044,3839.1375
R1,S3D1,ELC_02,2045,3892.9016
R1,S3D1,ELC_02,2046,3946.6657
R1,S3D1,ELC_02,2047,4000.4157
R1,S3D1,ELC_02,2048,4054.1797
R1,S3D1,ELC_02,2049,4107.9297
R1,S3D1,ELC_02,2050,4161.6938
R1,S3D1,ELC_02,2051,4215.4579
R1,S3D1,ELC_02,2052,4269.2079
R1,S3D1,ELC_02,2053,4322.972
R1,S3D1,ELC_02,2054,4376.722
R1,S3D1,ELC_02,2055,4430.4861
R1,S3D1,ELC_02,2056,4484.2501
R1,S3D1,ELC_02,2057,4538.0001
R1,S3D1,ELC_02,2058,4591.7642
R1,S3D1,ELC_02,2059,4645.5142
R1,S3D1,ELC_02,2060,4699.2783
R1,S3D1,ELC_02,2061,4753.0424
R1,S3D1,ELC_02,2062,4806.7924
R1,S3D1,ELC_02,2063,4860.5564
R1,S3D1,ELC_02,2064,4914.3065
R1,S3D1,ELC_02,2065,4968.0705
R1,S3D1,ELC_02,2066,5021.8346
R1,S3D1,ELC_02,2067,5075.5846
R1,S3D1,ELC_02,2068,5129.3487
R1,S3D1,ELC_02,2069,5183.0987
R1,S3D1,ELC_02,2070,5236.8628
R1,S3D2,ELC_02,2020,2437.8648
R1,S3D2,ELC_02,2021,2489.286
R1,S3D2,ELC_02,2022,2540.6937
R1,S3D2,ELC_02,2023,2592.1149
R1,S3D2,ELC_02,2024,2643.5226
R1,S3D2,ELC_02,2025,2694.9438
R1,S3D2,ELC_02,2026,2746.365
R1,S3D2,ELC_02,2027,2797.7728
R1,S3D2,ELC_02,2028,2849.1939
R1,S3D2,ELC_02,2029,2900.6017
R1,S3D2,ELC_02,2030,2952.0229
R1,S3D2,ELC_02,2031,3003.4441
R1,S3D2,ELC_02,2032,3054.8518
R1,S3D2,ELC_02,2033,3106.273
R1,S3D2,ELC_02,2034,3157.6807
R1,S3D2,ELC_02,2035,3209.1019
R1,S3D2,ELC_02,2036,3260.5231
R1,S3D2,ELC_02,2037,3311.9308
R1,S3D2,ELC_02,2038,3363.352
R1,S3D2,ELC_02,2039,3414.7597
R1,S3D2,ELC_02,2040,3466.1809
R1,S3D2,ELC_02,2041,3517.6021
R1,S3D2,ELC_02,2042,3569.0098
R1,S3D2,ELC_02,2043,3620.431
R1,S3D2,ELC_02,2044,3671.8388
R1,S3D2,ELC_02,2045,3723.26
R1,S3D2,ELC_02,2046,3774.6811
R1,S3D2,ELC_02,2047,3826.0889
R1,S3D2,ELC_02,2048,3877.5101
R1,S3D2,ELC_02,2049,3928.9178
R1,S3D2,ELC_02,2050,3980.339
R1,S3D2,ELC_02,2051,4031.7602
R1,S3D2,ELC_02,2052,4083.1679
R1,S3D2,ELC_02,2053,4134.5891
R1,S3D2,ELC_02,2054,4185.9968
R1,S3D2,ELC_02,2055,4237.418
R1,S3D2,ELC_02,2056,4288.8392
R1,S3D2,ELC_02,2057,4340.2469
R1,S3D2,ELC_02,2058,4391.6681
R1,S3D2,ELC_02,2059,4443.0759
R1,S3D2,ELC_02,2060,4494.4971
R1,S3D2,ELC_02,2061,4545.9182
R1,S3D2,ELC_02,2062,4597.326
R1,S3D2,ELC_02,2063,4648.7472
R1,S3D2,ELC_02,2064,4700.1549
R1,S3D2,ELC_02,2065,4751.5761
R1,S3D2,ELC_02,2066,4802.9973
R1,S3D2,ELC_02,2067,4854.405
R1,S3D2,ELC_02,2068,4905.8262
R1,S3D2,ELC_02,2069,4957.2339
R1,S3D2,ELC_02,2070,5008.6551
R1,S4D1,ELC_02,2020,2313.924
R1,S4D1,ELC_02,2021,2362.7309
R1,S4D1,ELC_02,2022,2411.5251
R1,S4D1,ELC_02,2023,2460.332
R1,S4D1,ELC_02,2024,2509.1262
R1,S4D1,ELC_02,2025,2557.9332
R1,S4D1,ELC_02,2026,2606.7401
R1,S4D1,ELC_02,2027,2655.5343
R1,S4D1,ELC_02,2028,2704.3412
R1,S4D1,ELC_02,2029,2753.1354
R1,S4D1,ELC_02,2030,2801.9423
R1,S4D1,ELC_02,2031,2850.7493
R1,S4D1,ELC_02,2032,2899.5434
R1,S4D1,ELC_02,2033,2948.3504
R1,S4D1,ELC_02,2034,2997.1445
R1,S4D1,ELC_02,2035,3045.9515
R1,S4D1,ELC_02,2036,3094.7584
R1,S4D1,ELC_02,2037,3143.5526
R1,S4D1,ELC_02,2038,3192.3595
R1,S4D1,ELC_02,2039,3241.1537
R1,S4D1,ELC_02,2040,3289.9606
R1,S4D1,ELC_02,2041,3338.7676
R1,S4D1,ELC_02,2042,3387.5617
R1,S4D1,ELC_02,2043,3436.3687
R1,S4D1,ELC_02,2044,3485.1629
R1,S4D1,ELC_02,2045,3533.9698
R1,S4D1,ELC_02,2046,3582.7767
R1,S4D1,ELC_02,2047,3631.5709
R1,S4D1,ELC_02,2048,3680.3778
R1,S4D1,ELC_02,2049,3729.172
R1,S4D1,ELC_02,2050,3777.979
R1,S4D1,ELC_02,2051,3826.7859
R1,S4D1,ELC_02,2052,3875.5801
R1,S4D1,ELC_02,2053,3924.387
R1,S4D1,ELC_02,2054,3973.1812
R1,S4D1,ELC_02,2055,4021.9881
R1,S4D1,ELC_02,2056,4070.7951
R1,S4D1,ELC_02,2057,4119.5892
R1,S4D1,ELC_02,2058,4168.3962
R1,S4D1,ELC_02,2059,4217.1903
R1,S4D1,ELC_02,2060,4265.9973
R1,S4D1,ELC_02,2061,4314.8042
R1,S4D1,ELC_02,2062,4363.5984
R1,S4D1,ELC_02,2063,4412.4053
R1,S4D1,ELC_02,2064,4461.1995
R1,S4D1,ELC_02,2065,4510.0064
R1,S4D1,ELC_02,2066,4558.8134
R1,S4D1,ELC_02,2067,4607.6075
R1,S4D1,ELC_02,2068,4656.4145
R1,S4D1,ELC_02,2069,4705.2087
R1,S4D1,ELC_02,2070,4754.0156
R1,S4D2,ELC_02,2020,2241.9876
R1,S4D2,ELC_02,2021,2289.2772
R1,S4D2,ELC_02,2022,2336.5544
R1,S4D2,ELC_02,2023,2383.844
R1,S4D2,ELC_02,2024,2431.1213
R1,S4D2,ELC_02,2025,2478.4109
R1,S4D2,ELC_02,2026,2525.7005
R1,S4D2,ELC_02,2027,2572.9777
R1,S4D2,ELC_02,2028,2620.2673
R1,S4D2,ELC_02,2029,2667.5446
R1,S4D2,ELC_02,2030,2714.8342
R1,S4D2,ELC_02,2031,2762.1238
R1,S4D2,ELC_02,2032,2809.401
R1,S4D2,ELC_02,2033,2856.6906
R1,S4D2,ELC_02,2034,2903.9678
R1,S4D2,ELC_02,2035,2951.2575
R1,S4D2,ELC_02,2036,2998.5471
R1,S4D2,ELC_02,2037,3045.8243
R1,S4D2,ELC_02,2038,3093.1139
R1,S4D2,ELC_02,2039,3140.3911
R1,S4D2,ELC_02,2040,3187.6807
R1,S4D2,ELC_02,2041,3234.9703
R1,S4D2,ELC_02,2042,3282.2476
R1,S4D2,ELC_02,2043,3329.5372
R1,S4D2,ELC_02,2044,3376.8144
R1,S4D2,ELC_02,2045,3424.104
R1,S4D2,ELC_02,2046,3471.3936
R1,S4D2,ELC_02,2047,3518.6709
R1,S4D2,ELC_02,2048,3565.9605
R1,S4D2,ELC_02,2049,3613.2377
R1,S4D2,ELC_02,2050,3660.5273
R1,S4D2,ELC_02,2051,3707.8169
R1,S4D2,ELC_02,2052,3755.0941
R1,S4D2,ELC_02,2053,3802.3837
R1,S4D2,ELC_02,2054,3849.661
R1,S4D2,ELC_02,2055,3896.9506
R1,S4D2,ELC_02,2056,3944.2402
R1,S4D2,ELC_02,2057,3991.5174
R1,S4D2,ELC_02,2058,4038.807
R1,S4D2,ELC_02,2059,4086.0843
R1,S4D2,ELC_02,2060,4133.3739
R1,S4D2,ELC_02,2061,4180.6635
R1,S4D2,ELC_02,2062,4227.9407
R1,S4D2,ELC_02,2063,4275.2303
R1,S4D2,ELC_02,2064,4322.5076
R1,S4D2,ELC_02,2065,4369.7972
R1,S4D2,ELC_02,2066,4417.0868
R1,S4D2,ELC_02,2067,4464.364
R1,S4D2,ELC_02,2068,4511.6536
R1,S4D2,ELC_02,2069,4558.9308
R1,S4D2,ELC_02,2070,4606.2204
