REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
PHLLU,PWRSPVPHLLU,S2D1,2050,0.2
PHLLU,PWRCOAPHLLU,S2D2,2020,0.7
PHLLU,PWRCOAPHLLU,S2D2,2021,0.7
PHLLU,PWRCOAPHLLU,S2D2,2022,0.7
PHLLU,PWRCOAPHLLU,S2D2,2023,0.7
PHLLU,PWRCOAPHLLU,S2D2,2024,0.7
PHLLU,PWRCOAPHLLU,S2D2,2025,0.7
PHLLU,PWRCOAPHLLU,S2D2,2026,0.7
PHLLU,PWRCOAPHLLU,S2D2,2027,0.7
PHLLU,PWRCOAPHLLU,S2D2,2028,0.7
PHLLU,PWRCOAPHLLU,S2D2,2029,0.7
PHLLU,PWRCOAPHLLU,S2D2,2030,0.7
PHLLU,PWRCOAPHLLU,S2D2,2031,0.7
PHLLU,PWRCOAPHLLU,S2D2,2032,0.7
PHLLU,PWRCOAPHLLU,S2D2,2033,0.7
PHLLU,PWRCOAPHLLU,S2D2,2034,0.7
PHLLU,PWRCOAPHLLU,S2D2,2035,0.7
PHLLU,PWRCOAPHLLU,S2D2,2036,0.7
PHLLU,PWRCOAPHLLU,S2D2,2037,0.7
PHLLU,PWRCOAPHLLU,S2D2,2038,0.7
PHLLU,PWRCOAPHLLU,S2D2,2039,0.7
PHLLU,PWRCOAPHLLU,S2D2,2040,0.7
PHLLU,PWRCOAPHLLU,S2D2,2041,0.7
PHLLU,PWRCOAPHLLU,S2D2,2042,0.7
PHLLU,PWRCOAPHLLU,S2D2,2043,0.7
PHLLU,PWRCOAPHLLU,S2D2,2044,0.7
PHLLU,PWRCOAPHLLU,S2D2,2045,0.7
PHLLU,PWRCOAPHLLU,S2D2,2046,0.7
PHLLU,PWRCOAPHLLU,S2D2,2047,0.7
PHLLU,PWRCOAPHLLU,S2D2,2048,0.7
PHLLU,PWRCOAPHLLU,S2D2,2049,0.7
PHLLU,PWRCOAPHLLU,S2D2,2050,0.7
PHLLU,PWRBIOPHLLU,S2D2,2020,0.7
PHLLU,PWRBIOPHLLU,S2D2,2021,0.7
PHLLU,PWRBIOPHLLU,S2D2,2022,0.7
PHLLU,PWRBIOPHLLU,S2D2,2023,0.7
PHLLU,PWRBIOPHLLU,S2D2,2024,0.7
PHLLU,PWRBIOPHLLU,S2D2,2025,0.7
PHLLU,PWRBIOPHLLU,S2D2,2026,0.7
PHLLU,PWRBIOPHLLU,S2D2,2027,0.7
PHLLU,PWRBIOPHLLU,S2D2,2028,0.7
PHLLU,PWRBIOPHLLU,S2D2,2029,0.7
PHLLU,PWRBIOPHLLU,S2D2,2030,0.7
PHLLU,PWRBIOPHLLU,S2D2,2031,0.7
PHLLU,PWRBIOPHLLU,S2D2,2032,0.7
PHLLU,PWRBIOPHLLU,S2D2,2033,0.7
PHLLU,PWRBIOPHLLU,S2D2,2034,0.7
PHLLU,PWRBIOPHLLU,S2D2,2035,0.7
PHLLU,PWRBIOPHLLU,S2D2,2036,0.7
PHLLU,PWRBIOPHLLU,S2D2,2037,0.7
PHLLU,PWRBIOPHLLU,S2D2,2038,0.7
PHLLU,PWRBIOPHLLU,S2D2,2039,0.7
PHLLU,PWRBIOPHLLU,S2D2,2040,0.7
PHLLU,PWRBIOPHLLU,S2D2,2041,0.7
PHLLU,PWRBIOPHLLU,S2D2,2042,0.7
PHLLU,PWRBIOPHLLU,S2D2,2043,0.7
PHLLU,PWRBIOPHLLU,S2D2,2044,0.7
PHLLU,PWRBIOPHLLU,S2D2,2045,0.7
PHLLU,PWRBIOPHLLU,S2D2,2046,0.7
PHLLU,PWRBIOPHLLU,S2D2,2047,0.7
PHLLU,PWRBIOPHLLU,S2D2,2048,0.7
PHLLU,PWRBIOPHLLU,S2D2,2049,0.7
PHLLU,PWRBIOPHLLU,S2D2,2050,0.7
PHLLU,PWRGASPHLLU,S2D2,2020,0.65
PHLLU,PWRGASPHLLU,S2D2,2021,0.65
PHLLU,PWRGASPHLLU,S2D2,2022,0.65
PHLLU,PWRGASPHLLU,S2D2,2023,0.65
PHLLU,PWRGASPHLLU,S2D2,2024,0.65
PHLLU,PWRGASPHLLU,S2D2,2025,0.65
PHLLU,PWRGASPHLLU,S2D2,2026,0.65
PHLLU,PWRGASPHLLU,S2D2,2027,0.65
PHLLU,PWRGASPHLLU,S2D2,2028,0.65
PHLLU,PWRGASPHLLU,S2D2,2029,0.65
PHLLU,PWRGASPHLLU,S2D2,2030,0.65
PHLLU,PWRGASPHLLU,S2D2,2031,0.65
PHLLU,PWRGASPHLLU,S2D2,2032,0.65
PHLLU,PWRGASPHLLU,S2D2,2033,0.65
PHLLU,PWRGASPHLLU,S2D2,2034,0.65
PHLLU,PWRGASPHLLU,S2D2,2035,0.65
PHLLU,PWRGASPHLLU,S2D2,2036,0.65
PHLLU,PWRGASPHLLU,S2D2,2037,0.65
PHLLU,PWRGASPHLLU,S2D2,2038,0.65
PHLLU,PWRGASPHLLU,S2D2,2039,0.65
PHLLU,PWRGASPHLLU,S2D2,2040,0.65
PHLLU,PWRGASPHLLU,S2D2,2041,0.65
PHLLU,PWRGASPHLLU,S2D2,2042,0.65
PHLLU,PWRGASPHLLU,S2D2,2043,0.65
PHLLU,PWRGASPHLLU,S2D2,2044,0.65
PHLLU,PWRGASPHLLU,S2D2,2045,0.65
PHLLU,PWRGASPHLLU,S2D2,2046,0.65
PHLLU,PWRGASPHLLU,S2D2,2047,0.65
PHLLU,PWRGASPHLLU,S2D2,2048,0.65
PHLLU,PWRGASPHLLU,S2D2,2049,0.65
PHLLU,PWRGASPHLLU,S2D2,2050,0.65
PHLLU,PWRHYDPHLLU,S2D2,2020,0.55
PHLLU,PWRHYDPHLLU,S2D2,2021,0.55
PHLLU,PWRHYDPHLLU,S2D2,2022,0.55
PHLLU,PWRHYDPHLLU,S2D2,2023,0.55
PHLLU,PWRHYDPHLLU,S2D2,2024,0.55
PHLLU,PWRHYDPHLLU,S2D2,2025,0.55
PHLLU,PWRHYDPHLLU,S2D2,2026,0.55
PHLLU,PWRHYDPHLLU,S2D2,2027,0.55
PHLLU,PWRHYDPHLLU,S2D2,2028,0.55
PHLLU,PWRHYDPHLLU,S2D2,2029,0.55
PHLLU,PWRHYDPHLLU,S2D2,2030,0.55
PHLLU,PWRHYDPHLLU,S2D2,2031,0.55
PHLLU,PWRHYDPHLLU,S2D2,2032,0.55
PHLLU,PWRHYDPHLLU,S2D2,2033,0.55
PHLLU,PWRHYDPHLLU,S2D2,2034,0.55
PHLLU,PWRHYDPHLLU,S2D2,2035,0.55
PHLLU,PWRHYDPHLLU,S2D2,2036,0.55
PHLLU,PWRHYDPHLLU,S2D2,2037,0.55
PHLLU,PWRHYDPHLLU,S2D2,2038,0.55
PHLLU,PWRHYDPHLLU,S2D2,2039,0.55
PHLLU,PWRHYDPHLLU,S2D2,2040,0.55
PHLLU,PWRHYDPHLLU,S2D2,2041,0.55
PHLLU,PWRHYDPHLLU,S2D2,2042,0.55
PHLLU,PWRHYDPHLLU,S2D2,2043,0.55
PHLLU,PWRHYDPHLLU,S2D2,2044,0.55
PHLLU,PWRHYDPHLLU,S2D2,2045,0.55
PHLLU,PWRHYDPHLLU,S2D2,2046,0.55
PHLLU,PWRHYDPHLLU,S2D2,2047,0.55
PHLLU,PWRHYDPHLLU,S2D2,2048,0.55
PHLLU,PWRHYDPHLLU,S2D2,2049,0.55
PHLLU,PWRHYDPHLLU,S2D2,2050,0.55
PHLLU,PWROILPHLLU,S2D2,2020,0.65
PHLLU,PWROILPHLLU,S2D2,2021,0.65
PHLLU,PWROILPHLLU,S2D2,2022,0.65
PHLLU,PWROILPHLLU,S2D2,2023,0.65
PHLLU,PWROILPHLLU,S2D2,2024,0.65
PHLLU,PWROILPHLLU,S2D2,2025,0.65
PHLLU,PWROILPHLLU,S2D2,2026,0.65
PHLLU,PWROILPHLLU,S2D2,2027,0.65
PHLLU,PWROILPHLLU,S2D2,2028,0.65
PHLLU,PWROILPHLLU,S2D2,2029,0.65
PHLLU,PWROILPHLLU,S2D2,2030,0.65
PHLLU,PWROILPHLLU,S2D2,2031,0.65
PHLLU,PWROILPHLLU,S2D2,2032,0.65
PHLLU,PWROILPHLLU,S2D2,2033,0.65
PHLLU,PWROILPHLLU,S2D2,2034,0.65
PHLLU,PWROILPHLLU,S2D2,2035,0.65
PHLLU,PWROILPHLLU,S2D2,2036,0.65
PHLLU,PWROILPHLLU,S2D2,2037,0.65
PHLLU,PWROILPHLLU,S2D2,2038,0.65
PHLLU,PWROILPHLLU,S2D2,2039,0.65
PHLLU,PWROILPHLLU,S2D2,2040,0.65
PHLLU,PWROILPHLLU,S2D2,2041,0.65
PHLLU,PWROILPHLLU,S2D2,2042,0.65
PHLLU,PWROILPHLLU,S2D2,2043,0.65
PHLLU,PWROILPHLLU,S2D2,2044,0.65
PHLLU,PWROILPHLLU,S2D2,2045,0.65
PHLLU,PWROILPHLLU,S2D2,2046,0.65
PHLLU,PWROILPHLLU,S2D2,2047,0.65
PHLLU,PWROILPHLLU,S2D2,2048,0.65
PHLLU,PWROILPHLLU,S2D2,2049,0.65
PHLLU,PWROILPHLLU,S2D2,2050,0.65
PHLLU,PWRSPVPHLLU,S2D2,2020,0.2
PHLLU,PWRSPVPHLLU,S2D2,2021,0.2
PHLLU,PWRSPVPHLLU,S2D2,2022,0.2
PHLLU,PWRSPVPHLLU,S2D2,2023,0.2
PHLLU,PWRSPVPHLLU,S2D2,2024,0.2
PHLLU,PWRSPVPHLLU,S2D2,2025,0.2
PHLLU,PWRSPVPHLLU,S2D2,2026,0.2
PHLLU,PWRSPVPHLLU,S2D2,2027,0.2
PHLLU,PWRSPVPHLLU,S2D2,2028,0.2
PHLLU,PWRSPVPHLLU,S2D2,2029,0.2
PHLLU,PWRSPVPHLLU,S2D2,2030,0.2
PHLLU,PWRSPVPHLLU,S2D2,2031,0.2
PHLLU,PWRSPVPHLLU,S2D2,2032,0.2
PHLLU,PWRSPVPHLLU,S2D2,2033,0.2
PHLLU,PWRSPVPHLLU,S2D2,2034,0.2
PHLLU,PWRSPVPHLLU,S2D2,2035,0.2
PHLLU,PWRSPVPHLLU,S2D2,2036,0.2
PHLLU,PWRSPVPHLLU,S2D2,2037,0.2
PHLLU,PWRSPVPHLLU,S2D2,2038,0.2
PHLLU,PWRSPVPHLLU,S2D2,2039,0.2
PHLLU,PWRSPVPHLLU,S2D2,2040,0.2
PHLLU,PWRSPVPHLLU,S2D2,2041,0.2
PHLLU,PWRSPVPHLLU,S2D2,2042,0.2
PHLLU,PWRSPVPHLLU,S2D2,2043,0.2
PHLLU,PWRSPVPHLLU,S2D2,2044,0.2
PHLLU,PWRSPVPHLLU,S2D2,2045,0.2
PHLLU,PWRSPVPHLLU,S2D2,2046,0.2
PHLLU,PWRSPVPHLLU,S2D2,2047,0.2
PHLLU,PWRSPVPHLLU,S2D2,2048,0.2
PHLLU,PWRSPVPHLLU,S2D2,2049,0.2
PHLLU,PWRSPVPHLLU,S2D2,2050,0.2
PHLLU,PWRCOAPHLLU,S2D3,2020,0.7
PHLLU,PWRCOAPHLLU,S2D3,2021,0.7
PHLLU,PWRCOAPHLLU,S2D3,2022,0.7
PHLLU,PWRCOAPHLLU,S2D3,2023,0.7
PHLLU,PWRCOAPHLLU,S2D3,2024,0.7
PHLLU,PWRCOAPHLLU,S2D3,2025,0.7
PHLLU,PWRCOAPHLLU,S2D3,2026,0.7
PHLLU,PWRCOAPHLLU,S2D3,2027,0.7
PHLLU,PWRCOAPHLLU,S2D3,2028,0.7
PHLLU,PWRCOAPHLLU,S2D3,2029,0.7
PHLLU,PWRCOAPHLLU,S2D3,2030,0.7
PHLLU,PWRCOAPHLLU,S2D3,2031,0.7
PHLLU,PWRCOAPHLLU,S2D3,2032,0.7
PHLLU,PWRCOAPHLLU,S2D3,2033,0.7
PHLLU,PWRCOAPHLLU,S2D3,2034,0.7
PHLLU,PWRCOAPHLLU,S2D3,2035,0.7
PHLLU,PWRCOAPHLLU,S2D3,2036,0.7
PHLLU,PWRCOAPHLLU,S2D3,2037,0.7
PHLLU,PWRCOAPHLLU,S2D3,2038,0.7
PHLLU,PWRCOAPHLLU,S2D3,2039,0.7
PHLLU,PWRCOAPHLLU,S2D3,2040,0.7
PHLLU,PWRCOAPHLLU,S2D3,2041,0.7
PHLLU,PWRCOAPHLLU,S2D3,2042,0.7
PHLLU,PWRCOAPHLLU,S2D3,2043,0.7
PHLLU,PWRCOAPHLLU,S2D3,2044,0.7
PHLLU,PWRCOAPHLLU,S2D3,2045,0.7
PHLLU,PWRCOAPHLLU,S2D3,2046,0.7
PHLLU,PWRCOAPHLLU,S2D3,2047,0.7
PHLLU,PWRCOAPHLLU,S2D3,2048,0.7
PHLLU,PWRCOAPHLLU,S2D3,2049,0.7
PHLLU,PWRCOAPHLLU,S2D3,2050,0.7
PHLLU,PWRBIOPHLLU,S2D3,2020,0.7
PHLLU,PWRBIOPHLLU,S2D3,2021,0.7
PHLLU,PWRBIOPHLLU,S2D3,2022,0.7
PHLLU,PWRBIOPHLLU,S2D3,2023,0.7
PHLLU,PWRBIOPHLLU,S2D3,2024,0.7
PHLLU,PWRBIOPHLLU,S2D3,2025,0.7
PHLLU,PWRBIOPHLLU,S2D3,2026,0.7
PHLLU,PWRBIOPHLLU,S2D3,2027,0.7
PHLLU,PWRBIOPHLLU,S2D3,2028,0.7
PHLLU,PWRBIOPHLLU,S2D3,2029,0.7
PHLLU,PWRBIOPHLLU,S2D3,2030,0.7
PHLLU,PWRBIOPHLLU,S2D3,2031,0.7
PHLLU,PWRBIOPHLLU,S2D3,2032,0.7
PHLLU,PWRBIOPHLLU,S2D3,2033,0.7
PHLLU,PWRBIOPHLLU,S2D3,2034,0.7
PHLLU,PWRBIOPHLLU,S2D3,2035,0.7
PHLLU,PWRBIOPHLLU,S2D3,2036,0.7
PHLLU,PWRBIOPHLLU,S2D3,2037,0.7
PHLLU,PWRBIOPHLLU,S2D3,2038,0.7
PHLLU,PWRBIOPHLLU,S2D3,2039,0.7
PHLLU,PWRBIOPHLLU,S2D3,2040,0.7
PHLLU,PWRBIOPHLLU,S2D3,2041,0.7
PHLLU,PWRBIOPHLLU,S2D3,2042,0.7
PHLLU,PWRBIOPHLLU,S2D3,2043,0.7
PHLLU,PWRBIOPHLLU,S2D3,2044,0.7
PHLLU,PWRBIOPHLLU,S2D3,2045,0.7
PHLLU,PWRBIOPHLLU,S2D3,2046,0.7
PHLLU,PWRBIOPHLLU,S2D3,2047,0.7
PHLLU,PWRBIOPHLLU,S2D3,2048,0.7
PHLLU,PWRBIOPHLLU,S2D3,2049,0.7
PHLLU,PWRBIOPHLLU,S2D3,2050,0.7
PHLLU,PWRGASPHLLU,S2D3,2020,0.65
PHLLU,PWRGASPHLLU,S2D3,2021,0.65
PHLLU,PWRGASPHLLU,S2D3,2022,0.65
PHLLU,PWRGASPHLLU,S2D3,2023,0.65
PHLLU,PWRGASPHLLU,S2D3,2024,0.65
PHLLU,PWRGASPHLLU,S2D3,2025,0.65
PHLLU,PWRGASPHLLU,S2D3,2026,0.65
PHLLU,PWRGASPHLLU,S2D3,2027,0.65
PHLLU,PWRGASPHLLU,S2D3,2028,0.65
PHLLU,PWRGASPHLLU,S2D3,2029,0.65
PHLLU,PWRGASPHLLU,S2D3,2030,0.65
PHLLU,PWRGASPHLLU,S2D3,2031,0.65
PHLLU,PWRGASPHLLU,S2D3,2032,0.65
PHLLU,PWRGASPHLLU,S2D3,2033,0.65
PHLLU,PWRGASPHLLU,S2D3,2034,0.65
PHLLU,PWRGASPHLLU,S2D3,2035,0.65
PHLLU,PWRGASPHLLU,S2D3,2036,0.65
PHLLU,PWRGASPHLLU,S2D3,2037,0.65
PHLLU,PWRGASPHLLU,S2D3,2038,0.65
PHLLU,PWRGASPHLLU,S2D3,2039,0.65
PHLLU,PWRGASPHLLU,S2D3,2040,0.65
PHLLU,PWRGASPHLLU,S2D3,2041,0.65
PHLLU,PWRGASPHLLU,S2D3,2042,0.65
PHLLU,PWRGASPHLLU,S2D3,2043,0.65
PHLLU,PWRGASPHLLU,S2D3,2044,0.65
PHLLU,PWRGASPHLLU,S2D3,2045,0.65
PHLLU,PWRGASPHLLU,S2D3,2046,0.65
PHLLU,PWRGASPHLLU,S2D3,2047,0.65
PHLLU,PWRGASPHLLU,S2D3,2048,0.65
PHLLU,PWRGASPHLLU,S2D3,2049,0.65
PHLLU,PWRGASPHLLU,S2D3,2050,0.65
PHLLU,PWRHYDPHLLU,S2D3,2020,0.55
PHLLU,PWRHYDPHLLU,S2D3,2021,0.55
PHLLU,PWRHYDPHLLU,S2D3,2022,0.55
PHLLU,PWRHYDPHLLU,S2D3,2023,0.55
PHLLU,PWRHYDPHLLU,S2D3,2024,0.55
PHLLU,PWRHYDPHLLU,S2D3,2025,0.55
PHLLU,PWRHYDPHLLU,S2D3,2026,0.55
PHLLU,PWRHYDPHLLU,S2D3,2027,0.55
PHLLU,PWRHYDPHLLU,S2D3,2028,0.55
PHLLU,PWRHYDPHLLU,S2D3,2029,0.55
PHLLU,PWRHYDPHLLU,S2D3,2030,0.55
PHLLU,PWRHYDPHLLU,S2D3,2031,0.55
PHLLU,PWRHYDPHLLU,S2D3,2032,0.55
PHLLU,PWRHYDPHLLU,S2D3,2033,0.55
PHLLU,PWRHYDPHLLU,S2D3,2034,0.55
PHLLU,PWRHYDPHLLU,S2D3,2035,0.55
PHLLU,PWRHYDPHLLU,S2D3,2036,0.55
PHLLU,PWRHYDPHLLU,S2D3,2037,0.55
PHLLU,PWRHYDPHLLU,S2D3,2038,0.55
PHLLU,PWRHYDPHLLU,S2D3,2039,0.55
PHLLU,PWRHYDPHLLU,S2D3,2040,0.55
PHLLU,PWRHYDPHLLU,S2D3,2041,0.55
PHLLU,PWRHYDPHLLU,S2D3,2042,0.55
PHLLU,PWRHYDPHLLU,S2D3,2043,0.55
PHLLU,PWRHYDPHLLU,S2D3,2044,0.55
PHLLU,PWRHYDPHLLU,S2D3,2045,0.55
PHLLU,PWRHYDPHLLU,S2D3,2046,0.55
PHLLU,PWRHYDPHLLU,S2D3,2047,0.55
PHLLU,PWRHYDPHLLU,S2D3,2048,0.55
PHLLU,PWRHYDPHLLU,S2D3,2049,0.55
PHLLU,PWRHYDPHLLU,S2D3,2050,0.55
PHLLU,PWROILPHLLU,S2D3,2020,0.65
PHLLU,PWROILPHLLU,S2D3,2021,0.65
PHLLU,PWROILPHLLU,S2D3,2022,0.65
PHLLU,PWROILPHLLU,S2D3,2023,0.65
PHLLU,PWROILPHLLU,S2D3,2024,0.65
PHLLU,PWROILPHLLU,S2D3,2025,0.65
PHLLU,PWROILPHLLU,S2D3,2026,0.65
PHLLU,PWROILPHLLU,S2D3,2027,0.65
PHLLU,PWROILPHLLU,S2D3,2028,0.65
PHLLU,PWROILPHLLU,S2D3,2029,0.65
PHLLU,PWROILPHLLU,S2D3,2030,0.65
PHLLU,PWROILPHLLU,S2D3,2031,0.65
PHLLU,PWROILPHLLU,S2D3,2032,0.65
PHLLU,PWROILPHLLU,S2D3,2033,0.65
PHLLU,PWROILPHLLU,S2D3,2034,0.65
PHLLU,PWROILPHLLU,S2D3,2035,0.65
PHLLU,PWROILPHLLU,S2D3,2036,0.65
PHLLU,PWROILPHLLU,S2D3,2037,0.65
PHLLU,PWROILPHLLU,S2D3,2038,0.65
PHLLU,PWROILPHLLU,S2D3,2039,0.65
PHLLU,PWROILPHLLU,S2D3,2040,0.65
PHLLU,PWROILPHLLU,S2D3,2041,0.65
PHLLU,PWROILPHLLU,S2D3,2042,0.65
PHLLU,PWROILPHLLU,S2D3,2043,0.65
PHLLU,PWROILPHLLU,S2D3,2044,0.65
PHLLU,PWROILPHLLU,S2D3,2045,0.65
PHLLU,PWROILPHLLU,S2D3,2046,0.65
PHLLU,PWROILPHLLU,S2D3,2047,0.65
PHLLU,PWROILPHLLU,S2D3,2048,0.65
PHLLU,PWROILPHLLU,S2D3,2049,0.65
PHLLU,PWROILPHLLU,S2D3,2050,0.65
PHLLU,PWRSPVPHLLU,S2D3,2020,0.2
PHLLU,PWRSPVPHLLU,S2D3,2021,0.2
PHLLU,PWRSPVPHLLU,S2D3,2022,0.2
PHLLU,PWRSPVPHLLU,S2D3,2023,0.2
PHLLU,PWRSPVPHLLU,S2D3,2024,0.2
PHLLU,PWRSPVPHLLU,S2D3,2025,0.2
PHLLU,PWRSPVPHLLU,S2D3,2026,0.2
PHLLU,PWRSPVPHLLU,S2D3,2027,0.2
PHLLU,PWRSPVPHLLU,S2D3,2028,0.2
PHLLU,PWRSPVPHLLU,S2D3,2029,0.2
PHLLU,PWRSPVPHLLU,S2D3,2030,0.2
PHLLU,PWRSPVPHLLU,S2D3,2031,0.2
PHLLU,PWRSPVPHLLU,S2D3,2032,0.2
PHLLU,PWRSPVPHLLU,S2D3,2033,0.2
PHLLU,PWRSPVPHLLU,S2D3,2034,0.2
PHLLU,PWRSPVPHLLU,S2D3,2035,0.2
PHLLU,PWRSPVPHLLU,S2D3,2036,0.2
PHLLU,PWRSPVPHLLU,S2D3,2037,0.2
PHLLU,PWRSPVPHLLU,S2D3,2038,0.2
PHLLU,PWRSPVPHLLU,S2D3,2039,0.2
PHLLU,PWRSPVPHLLU,S2D3,2040,0.2
PHLLU,PWRSPVPHLLU,S2D3,2041,0.2
PHLLU,PWRSPVPHLLU,S2D3,2042,0.2
PHLLU,PWRSPVPHLLU,S2D3,2043,0.2
PHLLU,PWRSPVPHLLU,S2D3,2044,0.2
PHLLU,PWRSPVPHLLU,S2D3,2045,0.2
PHLLU,PWRSPVPHLLU,S2D3,2046,0.2
PHLLU,PWRSPVPHLLU,S2D3,2047,0.2
PHLLU,PWRSPVPHLLU,S2D3,2048,0.2
PHLLU,PWRSPVPHLLU,S2D3,2049,0.2
PHLLU,PWRSPVPHLLU,S2D3,2050,0.2
